date,Year,Month,Day,Site,km,Vol,m3km,ws,wd,SeaTemp
18/01/2018,2018,1,18,E,0.6,0,0,6.95,75.37,24.03
19/01/2018,2018,1,19,E,0.6,7,0,7.22,59.38,23.26
20/01/2018,2018,1,20,E,0.6,7,0,6.86,81.24,24.57
21/01/2018,2018,1,21,E,0.6,7,0,7.48,90.78,25.36
22/01/2018,2018,1,22,E,0.6,7,0,5.94,124.44,26.09
23/01/2018,2018,1,23,E,0.6,0,0,4.1,104.24,26.42
24/01/2018,2018,1,24,E,0.6,0,0,6.57,100.02,26.32
25/01/2018,2018,1,25,E,0.6,0,0,9.75,56.32,25.43
26/01/2018,2018,1,26,E,0.6,7,0,9.74,82.4,25.35
27/01/2018,2018,1,27,E,0.6,7,0,9.36,100.59,25.79
28/01/2018,2018,1,28,E,0.6,7,0,3.92,194.97,26.1
29/01/2018,2018,1,29,E,0.6,7,0,3.39,200.97,26.16
30/01/2018,2018,1,30,E,0.6,0,0,8.75,44.97,24.97
31/01/2018,2018,1,31,E,0.6,0,0,7.29,59.39,23.52
1/2/2018,2018,2,1,E,0.6,14,0,5.16,93.76,25.19
2/2/2018,2018,2,2,E,0.6,7,0,5.32,97.31,25.91
3/2/2018,2018,2,3,E,0.6,7,0,5.45,130.02,26.06
4/2/2018,2018,2,4,E,0.6,0,0,5.05,148.89,26.3
5/2/2018,2018,2,5,E,0.6,14,0,4.62,109.52,26.54
6/2/2018,2018,2,6,E,0.6,0,0,6.6,98.15,26.46
7/2/2018,2018,2,7,E,0.6,21,0,6.85,109.24,26.43
8/2/2018,2018,2,8,E,0.6,14,0,6.97,77.9,26.63
9/2/2018,2018,2,9,E,0.6,7,0,7.08,89.83,26.38
10/2/2018,2018,2,10,E,0.6,14,0,7.03,123.33,26.6
11/2/2018,2018,2,11,E,0.6,35,0,7.79,134.82,26.72
12/2/2018,2018,2,12,E,0.6,7,0,7.45,110.58,26.98
13/02/2018,2018,2,13,E,0.6,49,0,7.93,82,26.63
14/02/2018,2018,2,14,E,0.6,42,0,8.43,88.15,26.41
15/02/2018,2018,2,15,E,0.6,63,0,7.23,96.55,26.42
16/02/2018,2018,2,16,E,0.6,49,0,6.28,103.41,26.17
17/02/2018,2018,2,17,E,0.6,63,0,6.09,102.37,26.51
18/02/2018,2018,2,18,E,0.6,35,0,7.05,95.39,26.45
19/02/2018,2018,2,19,E,0.6,63,0,7.56,113.65,26.27
20/02/2018,2018,2,20,E,0.6,49,0,9.03,115.53,26.45
21/02/2018,2018,2,21,E,0.6,56,0,8.95,109.04,26.53
22/02/2018,2018,2,22,E,0.6,56,0,7.16,111.95,26.05
23/02/2018,2018,2,23,E,0.6,98,0,7.12,100.43,26.36
24/02/2018,2018,2,24,E,0.6,98,0,7.27,121.34,26.38
25/02/2018,2018,2,25,E,0.6,77,0,6.42,130.74,26.63
26/02/2018,2018,2,26,E,0.6,217,0,5.2,116.37,26.79
27/02/2018,2018,2,27,E,0.6,301,0,5.51,85.8,27.18
28/02/2018,2018,2,28,E,0.6,154,0,5.64,125.51,27.01
1/3/2018,2018,3,1,E,0.6,84,0,6.01,146.21,26.8
2/3/2018,2018,3,2,E,0.6,42,0,5.56,116.23,27.21
3/3/2018,2018,3,3,E,0.6,119,0,5.43,76.58,27.33
4/3/2018,2018,3,4,E,0.6,126,0,6.32,58.64,26.69
5/3/2018,2018,3,5,E,0.6,63,0,4.93,113.28,26.11
6/3/2018,2018,3,6,E,0.6,91,0,6.2,152.16,25.8
7/3/2018,2018,3,7,E,0.6,84,0,4.25,132.97,26.19
8/3/2018,2018,3,8,E,0.6,49,0,5.66,142.92,26.4
9/3/2018,2018,3,9,E,0.6,42,0,7.6,85,25.37
10/3/2018,2018,3,10,E,0.6,77,0,8.13,149.1,25.99
11/3/2018,2018,3,11,E,0.6,175,0,6.79,161.41,26.85
12/3/2018,2018,3,12,E,0.6,119,0,5.6,180.51,26.39
13/03/2018,2018,3,13,E,0.6,21,0,6.44,120.19,26.42
14/03/2018,2018,3,14,E,0.6,42,0,6.44,120.19,26.42
15/03/2018,2018,3,15,E,0.6,0,0,6.44,120.19,26.42
16/03/2018,2018,3,16,E,0.6,28,0,6.44,120.19,26.42
17/03/2018,2018,3,17,E,0.6,70,0,6.44,120.19,26.42
18/03/2018,2018,3,18,E,0.6,126,0,6.44,120.19,26.42
19/03/2018,2018,3,19,E,0.6,112,0,6.44,120.19,26.42
20/03/2018,2018,3,20,E,0.6,84,0,6.44,120.19,26.42
21/03/2018,2018,3,21,E,0.6,70,0,6.44,120.19,26.42
22/03/2018,2018,3,22,E,0.6,56,0,6.44,120.19,26.42
23/03/2018,2018,3,23,E,0.6,7,0,5.83,69.44,25.24
24/03/2018,2018,3,24,E,0.6,49,0,6.25,112.18,25.45
25/03/2018,2018,3,25,E,0.6,42,0,6.28,126.75,26.18
26/03/2018,2018,3,26,E,0.6,98,0,7.34,114.13,26.4
27/03/2018,2018,3,27,E,0.6,91,0,8.65,109.88,26.46
28/03/2018,2018,3,28,E,0.6,42,0,8.79,119.55,26.52
29/03/2018,2018,3,29,E,0.6,56,0,8.78,142.93,26.79
30/03/2018,2018,3,30,E,0.6,49,0,5.87,130.01,27.27
31/03/2018,2018,3,31,E,0.6,49,0,4.94,84.13,27.4
1/4/2018,2018,4,1,E,0.6,35,0,4.45,166.01,27.89
2/4/2018,2018,4,2,E,0.6,14,0,5.51,111.67,27.76
3/4/2018,2018,4,3,E,0.6,28,0,7.47,127.37,27.53
4/4/2018,2018,4,4,E,0.6,28,0,6.26,114.21,27.61
5/4/2018,2018,4,5,E,0.6,14,0,5.65,77.93,28.21
6/4/2018,2018,4,6,E,0.6,7,0,5.36,123.92,28.32
7/4/2018,2018,4,7,E,0.6,98,0,7.75,159.63,28.03
8/4/2018,2018,4,8,E,0.6,70,0,7.76,160.19,28.13
9/4/2018,2018,4,9,E,0.6,70,0,8.57,155.98,27.99
10/4/2018,2018,4,10,E,0.6,63,0,6.36,138.35,27.91
11/4/2018,2018,4,11,E,0.6,56,0,4.92,109.07,28.46
12/4/2018,2018,4,12,E,0.6,42,0,5.3,106.93,29.03
13/04/2018,2018,4,13,E,0.6,56,0,7.07,130.19,28.69
14/04/2018,2018,4,14,E,0.6,84,0,9.02,147.76,28.04
15/04/2018,2018,4,15,E,0.6,63,0,6.11,217.61,27.41
16/04/2018,2018,4,16,E,0.6,77,0,4.97,213,26.48
17/04/2018,2018,4,17,E,0.6,70,0,4.87,152.31,26.19
18/04/2018,2018,4,18,E,0.6,49,0,5.46,118.51,26.39
19/04/2018,2018,4,19,E,0.6,42,0,5.94,93.82,27.72
20/04/2018,2018,4,20,E,0.6,42,0,5.3,106.03,27.84
21/04/2018,2018,4,21,E,0.6,28,0,6.02,103.31,28.31
22/04/2018,2018,4,22,E,0.6,49,0,5.95,129.31,28.7
23/04/2018,2018,4,23,E,0.6,70,0,5.04,150.29,28.84
24/04/2018,2018,4,24,E,0.6,126,0,4.77,161.45,29.1
25/04/2018,2018,4,25,E,0.6,49,0,3.89,194.41,29.07
26/04/2018,2018,4,26,E,0.6,14,0,3.77,219.5,28.68
27/04/2018,2018,4,27,E,0.6,14,0,3.37,198.35,28.31
28/04/2018,2018,4,28,E,0.6,14,0,5.61,136.26,28.41
29/04/2018,2018,4,29,E,0.6,28,0,6.72,71.64,28.4
30/04/2018,2018,4,30,E,0.6,56,0,5.78,72.83,28.56
1/5/2018,2018,5,1,E,0.6,154,0,5.15,104.58,28.84
2/5/2018,2018,5,2,E,0.6,182,0,6.33,82.99,29.33
3/5/2018,2018,5,3,E,0.6,133,0,6.26,73.29,29.36
4/5/2018,2018,5,4,E,0.6,84,0,5.76,101.74,29.3
5/5/2018,2018,5,5,E,0.6,63,105,5.72,79.37,28.9
6/5/2018,2018,5,6,E,0.6,77,128.3,4.05,206.88,28.51
7/5/2018,2018,5,7,E,0.6,70,116.7,4.21,212.13,28.21
8/5/2018,2018,5,8,E,0.6,70,116.7,4.7,175.77,28.29
9/5/2018,2018,5,9,E,0.6,35,58.3,3.63,166.08,28.53
10/5/2018,2018,5,10,E,0.6,63,105,4.13,112.17,29.24
11/5/2018,2018,5,11,E,0.6,63,105,4.33,131.67,29.68
12/5/2018,2018,5,12,E,0.6,0,0,5.34,145,29.51
13/05/2018,2018,5,13,E,0.6,0,0,4.62,109.4,28.93
14/05/2018,2018,5,14,E,0.6,63,105,3.73,169.79,29.62
15/05/2018,2018,5,15,E,0.6,63,105,4.8,183.4,29.55
16/05/2018,2018,5,16,E,0.6,42,70,4.8,172.75,29.11
17/05/2018,2018,5,17,E,0.6,77,128.3,5.36,131.3,28.77
18/05/2018,2018,5,18,E,0.6,84,140,5.55,135.21,28.91
19/05/2018,2018,5,19,E,0.6,140,233.3,6.56,109.5,28.93
20/05/2018,2018,5,20,E,0.6,126,210,5.68,96.08,29.15
21/05/2018,2018,5,21,E,0.6,147,245,6.09,114.59,28.91
22/05/2018,2018,5,22,E,0.6,112,186.7,7.42,109.9,28.55
23/05/2018,2018,5,23,E,0.6,182,303.3,7.22,124.89,28.52
24/05/2018,2018,5,24,E,0.6,98,163.3,9.06,125.97,27.79
25/05/2018,2018,5,25,E,0.6,28,46.7,7.38,95.86,27.64
26/05/2018,2018,5,26,E,0.6,140,233.3,2.49,298.12,28.22
27/05/2018,2018,5,27,E,0.6,70,116.7,3.1,187.61,28.44
28/05/2018,2018,5,28,E,0.6,56,93.3,3.99,157.72,28.76
29/05/2018,2018,5,29,E,0.6,105,175,6.25,152.32,29.24
30/05/2018,2018,5,30,E,0.6,77,128.3,8.13,146.73,29.25
31/05/2018,2018,5,31,E,0.6,84,140,8.11,127.46,28.61
1/6/2018,2018,6,1,E,0.6,70,116.7,6.06,109.72,28.72
2/6/2018,2018,6,2,E,0.6,189,315,4.02,112.57,29.16
3/6/2018,2018,6,3,E,0.6,56,93.3,4.05,95.47,29.82
4/6/2018,2018,6,4,E,0.6,63,105,4.13,98.22,30.04
5/6/2018,2018,6,5,E,0.6,77,128.3,4.31,124.97,30.43
6/6/2018,2018,6,6,E,0.6,56,93.3,5.42,151.48,30.08
7/6/2018,2018,6,7,E,0.6,35,58.3,6.68,129.43,29.68
8/6/2018,2018,6,8,E,0.6,49,81.7,5.69,108.66,29.47
9/6/2018,2018,6,9,E,0.6,35,58.3,5.37,87.08,29.85
10/6/2018,2018,6,10,E,0.6,77,128.3,5.52,90.12,29.88
11/6/2018,2018,6,11,E,0.6,105,175,5.64,111.18,29.83
12/6/2018,2018,6,12,E,0.6,98,163.3,5.49,130.57,29.38
13/06/2018,2018,6,13,E,0.6,105,175,8.36,114.97,27.93
14/06/2018,2018,6,14,E,0.6,126,210,6.76,100.33,27.62
15/06/2018,2018,6,15,E,0.6,224,373.3,7.81,117.71,27.28
16/06/2018,2018,6,16,E,0.6,0,0,9.26,129.32,27.09
17/06/2018,2018,6,17,E,0.6,154,256.7,7.53,131.09,27.34
18/06/2018,2018,6,18,E,0.6,168,280,6.4,130.21,28.22
19/06/2018,2018,6,19,E,0.6,98,163.3,5.62,140.51,28.84
20/06/2018,2018,6,20,E,0.6,105,175,5.96,137.75,29.06
21/06/2018,2018,6,21,E,0.6,91,151.7,6.23,130.33,29.16
22/06/2018,2018,6,22,E,0.6,49,81.7,6.21,132.2,29.44
23/06/2018,2018,6,23,E,0.6,42,70,5.95,128.76,29.56
24/06/2018,2018,6,24,E,0.6,0,0,6.17,111.89,29.72
25/06/2018,2018,6,25,E,0.6,84,140,5.53,123.08,29.89
26/06/2018,2018,6,26,E,0.6,91,151.7,5.79,110.01,29.59
27/06/2018,2018,6,27,E,0.6,28,46.7,5.82,93.6,29.32
28/06/2018,2018,6,28,E,0.6,98,163.3,4.33,82.51,29.97
29/06/2018,2018,6,29,E,0.6,77,128.3,3.82,91.74,30.92
30/06/2018,2018,6,30,E,0.6,63,105,4.18,112.13,30.63
1/7/2018,2018,7,1,E,0.6,0,0,4.17,121.54,30.22
2/7/2018,2018,7,2,E,0.6,28,46.7,4,92.26,30.67
3/7/2018,2018,7,3,E,0.6,70,116.7,3.94,94.25,31.16
4/7/2018,2018,7,4,E,0.6,28,46.7,4.82,105.34,30.96
5/7/2018,2018,7,5,E,0.6,70,116.7,5.4,68.62,30.09
6/7/2018,2018,7,6,E,0.6,70,116.7,4.75,134.52,29.3
7/7/2018,2018,7,7,E,0.6,0,0,4.63,71.97,29.5
8/7/2018,2018,7,8,E,0.6,0,0,5.52,87.24,29.94
9/7/2018,2018,7,9,E,0.6,14,23.3,5.46,60.44,29.46
10/7/2018,2018,7,10,E,0.6,0,0,5.3,92.9,29.92
11/7/2018,2018,7,11,E,0.6,0,0,5.23,83.14,30.26
12/7/2018,2018,7,12,E,0.6,0,0,4.75,88.25,29.88
13/07/2018,2018,7,13,E,0.6,0,0,4.87,88.98,30.13
14/07/2018,2018,7,14,E,0.6,14,23.3,6.12,54.98,30.5
15/07/2018,2018,7,15,E,0.6,0,0,4.55,79.19,30.9
16/07/2018,2018,7,16,E,0.6,63,105,3.69,109.36,31.24
17/07/2018,2018,7,17,E,0.6,70,116.7,4.06,94.27,31.35
18/07/2018,2018,7,18,E,0.6,91,151.7,4.43,87.22,31.49
19/07/2018,2018,7,19,E,0.6,84,140,3.77,112.19,31.65
20/07/2018,2018,7,20,E,0.6,112,186.7,3.57,107.69,31.55
21/07/2018,2018,7,21,E,0.6,56,93.3,5.11,73.12,31.87
22/07/2018,2018,7,22,E,0.6,0,0,3.78,84.88,32.03
23/07/2018,2018,7,23,E,0.6,56,93.3,2.59,181.21,31.41
24/07/2018,2018,7,24,E,0.6,42,70,3.91,201.15,31.19
25/07/2018,2018,7,25,E,0.6,0,0,4.85,169.27,31.19
26/07/2018,2018,7,26,E,0.6,28,46.7,4.7,148.42,30.93
27/07/2018,2018,7,27,E,0.6,77,128.3,4.73,94.65,31.57
28/07/2018,2018,7,28,E,0.6,28,46.7,3.4,138.89,31.72
29/07/2018,2018,7,29,E,0.6,21,35,3.01,185.08,31.16
30/07/2018,2018,7,30,E,0.6,35,58.3,4.11,142.66,29.86
31/07/2018,2018,7,31,E,0.6,49,81.7,6.23,125.11,29.34
1/8/2018,2018,8,1,E,0.6,70,116.7,5.82,139.37,28.95
2/8/2018,2018,8,2,E,0.6,77,128.3,4.21,114.98,29.47
3/8/2018,2018,8,3,E,0.6,84,140,5.32,96,30.21
4/8/2018,2018,8,4,E,0.6,84,140,4.53,118.38,30.37
5/8/2018,2018,8,5,E,0.6,0,0,5.56,85.21,30.38
6/8/2018,2018,8,6,E,0.6,91,151.7,5.15,87.84,30
7/8/2018,2018,8,7,E,0.6,56,93.3,4.92,87.85,30.37
8/8/2018,2018,8,8,E,0.6,28,46.7,5.01,108.9,30.34
9/8/2018,2018,8,9,E,0.6,63,105,5.68,96.3,29.77
10/8/2018,2018,8,10,E,0.6,70,116.7,4.97,100.07,30.11
11/8/2018,2018,8,11,E,0.6,70,116.7,4.91,84,30.62
12/8/2018,2018,8,12,E,0.6,0,0,5.27,94.98,30.62
13/08/2018,2018,8,13,E,0.6,70,116.7,4.64,105.58,30.35
14/08/2018,2018,8,14,E,0.6,91,151.7,4.83,76.48,30.32
15/08/2018,2018,8,15,E,0.6,49,81.7,5,65.3,30.59
16/08/2018,2018,8,16,E,0.6,21,35,4.5,106.5,30.82
17/08/2018,2018,8,17,E,0.6,14,23.3,5.49,106.95,30.1
18/08/2018,2018,8,18,E,0.6,21,35,5.25,73.91,30.3
19/08/2018,2018,8,19,E,0.6,0,0,4.53,94.59,30.99
20/08/2018,2018,8,20,E,0.6,42,70,5.11,97.72,30.72
21/08/2018,2018,8,21,E,0.6,35,58.3,5.06,81.83,30.72
22/08/2018,2018,8,22,E,0.6,35,58.3,4.84,65.15,30.78
23/08/2018,2018,8,23,E,0.6,21,35,3.74,126.33,30.91
24/08/2018,2018,8,24,E,0.6,28,46.7,3.12,100.83,31.15
25/08/2018,2018,8,25,E,0.6,28,46.7,3.5,143.88,30.93
26/08/2018,2018,8,26,E,0.6,0,0,4.31,97.03,30.94
27/08/2018,2018,8,27,E,0.6,42,70,5,95.85,30.94
28/08/2018,2018,8,28,E,0.6,98,163.3,5.48,98.46,30.36
29/08/2018,2018,8,29,E,0.6,203,338.3,4.26,112.7,30.62
30/08/2018,2018,8,30,E,0.6,210,350,3.66,104.35,30.62
31/08/2018,2018,8,31,E,0.6,63,105,3.09,142.78,30.4
1/9/2018,2018,9,1,E,0.6,14,23.3,4.6,113.76,30.4
2/9/2018,2018,9,2,E,0.6,0,0,4.56,105.91,30.47
3/9/2018,2018,9,3,E,0.6,28,46.7,4.89,141.31,30.5
4/9/2018,2018,9,4,E,0.6,70,116.7,5.6,114.35,30.14
5/9/2018,2018,9,5,E,0.6,42,70,5.52,76.4,30.51
6/9/2018,2018,9,6,E,0.6,49,81.7,4.85,80.37,30.98
7/9/2018,2018,9,7,E,0.6,56,93.3,2.01,222.72,31.11
8/9/2018,2018,9,8,E,0.6,35,58.3,3.44,199.45,30.34
9/9/2018,2018,9,9,E,0.6,0,0,5.24,136.14,29.71
10/9/2018,2018,9,10,E,0.6,56,93.3,8.74,114.14,28.89
11/9/2018,2018,9,11,E,0.6,0,0,8.21,133.97,28.34
12/9/2018,2018,9,12,E,0.6,42,70,5.4,124.04,27.75
13/09/2018,2018,9,13,E,0.6,28,46.7,4.9,116.03,28.76
14/09/2018,2018,9,14,E,0.6,105,175,3.59,106.36,29.71
15/09/2018,2018,9,15,E,0.6,42,70,2.6,114.55,30.74
16/09/2018,2018,9,16,E,0.6,42,70,4.23,146.08,30.72
17/09/2018,2018,9,17,E,0.6,0,0,4.48,114.98,30.8
18/09/2018,2018,9,18,E,0.6,98,163.3,5.33,102.41,30.96
19/09/2018,2018,9,19,E,0.6,35,58.3,5.3,139.85,30.71
20/09/2018,2018,9,20,E,0.6,105,175,6.14,120.19,30.12
21/09/2018,2018,9,21,E,0.6,63,105,5.38,93.57,30.65
22/09/2018,2018,9,22,E,0.6,63,105,3.85,125.42,30.54
23/09/2018,2018,9,23,E,0.6,35,58.3,3.8,125.25,30.36
24/09/2018,2018,9,24,E,0.6,259,431.7,4.56,92.15,30.32
25/09/2018,2018,9,25,E,0.6,427,711.7,5.38,97.62,29.81
26/09/2018,2018,9,26,E,0.6,336,560,5.44,81.67,29.55
27/09/2018,2018,9,27,E,0.6,266,443.3,4.46,107.07,29.81
28/09/2018,2018,9,28,E,0.6,91,151.7,5.13,91.21,30.17
29/09/2018,2018,9,29,E,0.6,56,93.3,5.44,98.73,30.27
30/09/2018,2018,9,30,E,0.6,0,0,5.68,76.48,30.16
1/10/2018,2018,10,1,E,0.6,56,93.3,6.17,86.84,29.5
2/10/2018,2018,10,2,E,0.6,42,70,5.38,147.7,29.44
3/10/2018,2018,10,3,E,0.6,28,46.7,7.27,63,29.36
4/10/2018,2018,10,4,E,0.6,0,0,7.37,60.65,29.41
5/10/2018,2018,10,5,E,0.6,0,0,6.89,76.67,29.32
6/10/2018,2018,10,6,E,0.6,0,0,9.63,76.1,29.02
7/10/2018,2018,10,7,E,0.6,0,0,11.08,88.58,28.42
8/10/2018,2018,10,8,E,0.6,28,46.7,3.51,284.28,28.61
9/10/2018,2018,10,9,E,0.6,42,70,5.36,218.12,29
10/10/2018,2018,10,10,E,0.6,119,198.3,4.64,167.56,29.38
11/10/2018,2018,10,11,E,0.6,84,140,3.01,194.12,29.69
12/10/2018,2018,10,12,E,0.6,49,81.7,2.41,167,29.82
13/10/2018,2018,10,13,E,0.6,0,0,2.72,173.77,30.42
14/10/2018,2018,10,14,E,0.6,0,0,4.95,111.92,30.4
15/10/2018,2018,10,15,E,0.6,0,0,7.67,91.11,29.96
16/10/2018,2018,10,16,E,0.6,56,93.3,7.49,108.7,29.7
17/10/2018,2018,10,17,E,0.6,98,163.3,6.87,102.38,29.46
18/10/2018,2018,10,18,E,0.6,70,116.7,7.52,91.97,28.98
19/10/2018,2018,10,19,E,0.6,70,116.7,8.53,93.79,28.92
20/10/2018,2018,10,20,E,0.6,63,105,6.06,98.62,29.17
21/10/2018,2018,10,21,E,0.6,0,0,6.15,86,29.13
22/10/2018,2018,10,22,E,0.6,63,105,5.47,93.49,28.89
23/10/2018,2018,10,23,E,0.6,49,81.7,3.9,87.56,29.16
24/10/2018,2018,10,24,E,0.6,21,35,3.55,146.71,29.55
25/10/2018,2018,10,25,E,0.6,14,23.3,2.4,206.58,29.73
26/10/2018,2018,10,26,E,0.6,14,23.3,2.4,183.97,30
27/10/2018,2018,10,27,E,0.6,14,23.3,3.55,196.26,29.81
28/10/2018,2018,10,28,E,0.6,14,23.3,7.91,80.66,29.4
29/10/2018,2018,10,29,E,0.6,14,23.3,7.67,91.77,27.88
30/10/2018,2018,10,30,E,0.6,14,23.3,6.63,72.79,26.92
31/10/2018,2018,10,31,E,0.6,14,23.3,6.71,96.61,27.29
1/11/2018,2018,11,1,E,0.6,14,23.3,5.88,142.57,28.26
2/11/2018,2018,11,2,E,0.6,14,23.3,3.89,223.55,28.59
3/11/2018,2018,11,3,E,0.6,0,0,3.55,133.08,28.11
4/11/2018,2018,11,4,E,0.6,14,23.3,6.04,129.54,28.08
5/11/2018,2018,11,5,E,0.6,0,0,5.34,110.54,28.53
6/11/2018,2018,11,6,E,0.6,14,23.3,5.43,105.29,28.59
7/11/2018,2018,11,7,E,0.6,0,0,4.76,99.16,28.51
8/11/2018,2018,11,8,E,0.6,14,23.3,3.9,121.71,28.85
9/11/2018,2018,11,9,E,0.6,0,0,3.32,106.84,28.93
10/11/2018,2018,11,10,E,0.6,14,23.3,4.04,149.27,29.21
11/11/2018,2018,11,11,E,0.6,0,0,4.68,118.9,29.3
12/11/2018,2018,11,12,E,0.6,14,23.3,5.28,119.49,28.91
13/11/2018,2018,11,13,E,0.6,0,0,4.12,130.13,28.96
14/11/2018,2018,11,14,E,0.6,28,46.7,2.25,236.87,29.26
15/11/2018,2018,11,15,E,0.6,0,0,2.72,285.62,27.71
16/11/2018,2018,11,16,E,0.6,28,46.7,2.37,234.52,26.39
17/11/2018,2018,11,17,E,0.6,0,0,2.7,208.26,25.66
18/11/2018,2018,11,18,E,0.6,35,58.3,2.69,176.45,25.61
19/11/2018,2018,11,19,E,0.6,42,70,2.8,151.93,26.42
20/11/2018,2018,11,20,E,0.6,0,0,2.76,104.17,27.58
21/11/2018,2018,11,21,E,0.6,0,0,2.85,156.13,27.96
22/11/2018,2018,11,22,E,0.6,49,81.7,3.73,54.2,27.85
23/11/2018,2018,11,23,E,0.6,28,46.7,2.23,93.43,27.55
24/11/2018,2018,11,24,E,0.6,28,46.7,1.9,155.5,28.14
25/11/2018,2018,11,25,E,0.6,0,0,3.16,145.78,28.22
26/11/2018,2018,11,26,E,0.6,0,0,2.8,156.87,28.08
27/11/2018,2018,11,27,E,0.6,14,23.3,2.02,194.19,27.84
28/11/2018,2018,11,28,E,0.6,0,0,4.28,136.92,26.54
29/11/2018,2018,11,29,E,0.6,14,23.3,4.65,76.88,26.36
30/11/2018,2018,11,30,E,0.6,0,0,4.54,139.03,27.32
1/12/2018,2018,12,1,E,0.6,0,0,5.76,159.15,27.61
2/12/2018,2018,12,2,E,0.6,14,23.3,5.85,160.35,27.58
3/12/2018,2018,12,3,E,0.6,0,0,4.5,156.48,27.85
4/12/2018,2018,12,4,E,0.6,70,116.7,2.11,143.68,27.87
5/12/2018,2018,12,5,E,0.6,49,81.7,3.29,144.56,27.96
6/12/2018,2018,12,6,E,0.6,7,11.7,5.51,60.9,26.92
7/12/2018,2018,12,7,E,0.6,14,23.3,4.57,76.36,26.92
8/12/2018,2018,12,8,E,0.6,49,81.7,4.16,118.08,27.64
9/12/2018,2018,12,9,E,0.6,7,11.7,2.15,209.29,27.94
10/12/2018,2018,12,10,E,0.6,21,35,1.67,282.54,27.41
11/12/2018,2018,12,11,E,0.6,14,23.3,2.09,238.7,25.56
12/12/2018,2018,12,12,E,0.6,14,23.3,2.6,182.69,24.72
13/12/2018,2018,12,13,E,0.6,14,23.3,4.99,142.3,26.46
14/12/2018,2018,12,14,E,0.6,7,11.7,4.03,203.29,27.23
15/12/2018,2018,12,15,E,0.6,7,11.7,1.62,311.7,26.52
16/12/2018,2018,12,16,E,0.6,14,23.3,1.55,268.08,25.61
17/12/2018,2018,12,17,E,0.6,28,46.7,1.67,213.59,25.1
18/12/2018,2018,12,18,E,0.6,14,23.3,2,215.19,25.39
19/12/2018,2018,12,19,E,0.6,7,11.7,4.62,167.06,26.24
20/12/2018,2018,12,20,E,0.6,21,35,3.5,240.33,26.55
21/12/2018,2018,12,21,E,0.6,14,23.3,1.59,299.83,25.61
22/12/2018,2018,12,22,E,0.6,7,11.7,1.01,249.85,24.94
23/12/2018,2018,12,23,E,0.6,14,23.3,3.41,138.67,24.44
24/12/2018,2018,12,24,E,0.6,7,11.7,4.59,67.2,24.72
25/12/2018,2018,12,25,E,0.6,7,11.7,4.32,80.94,26.16
26/12/2018,2018,12,26,E,0.6,70,116.7,4.56,96.62,26.28
27/12/2018,2018,12,27,E,0.6,14,23.3,4.75,136.83,26.66
28/12/2018,2018,12,28,E,0.6,42,70,4.97,144.03,26.9
29/12/2018,2018,12,29,E,0.6,77,128.3,4.27,129.89,26.91
30/12/2018,2018,12,30,E,0.6,70,116.7,4.59,114.18,26.76
31/12/2018,2018,12,31,E,0.6,0,0,4.64,127.89,26.96
1/1/2019,2019,1,1,E,0.6,0,0,4.7,103.71,27.1
2/1/2019,2019,1,2,E,0.6,77,128.3,4.4,107.83,26.92
3/1/2019,2019,1,3,E,0.6,42,70,4.71,130.78,27.02
4/1/2019,2019,1,4,E,0.6,14,23.3,2.43,170.66,27.26
5/1/2019,2019,1,5,E,0.6,7,11.7,1.59,207.34,27.31
6/1/2019,2019,1,6,E,0.6,7,11.7,2.83,143.74,26.82
7/1/2019,2019,1,7,E,0.6,49,81.7,2.8,113.46,25.97
8/1/2019,2019,1,8,E,0.6,28,46.7,1.91,173.16,26.29
9/1/2019,2019,1,9,E,0.6,7,11.7,1.99,253.11,26.08
10/1/2019,2019,1,10,E,0.6,14,23.3,2.22,219.97,25.33
11/1/2019,2019,1,11,E,0.6,7,11.7,2.37,172.46,24.86
12/1/2019,2019,1,12,E,0.6,14,23.3,2.32,116.38,24.64
13/01/2019,2019,1,13,E,0.6,7,11.7,2.65,150.81,25.1
14/01/2019,2019,1,14,E,0.6,14,23.3,2.4,170.98,25.45
15/01/2019,2019,1,15,E,0.6,7,11.7,3.26,128.73,25.41
16/01/2019,2019,1,16,E,0.6,14,23.3,3.94,63.77,24.76
17/01/2019,2019,1,17,E,0.6,7,11.7,2.79,126.89,24.32
18/01/2019,2019,1,18,E,0.6,14,23.3,1.73,230.26,24.12
19/01/2019,2019,1,19,E,0.6,7,11.7,3.43,139.53,24.84
20/01/2019,2019,1,20,E,0.6,7,11.7,2.46,282.64,25.98
21/01/2019,2019,1,21,E,0.6,21,35,2.27,180.36,24.75
22/01/2019,2019,1,22,E,0.6,0,0,5.29,107.07,23.98
23/01/2019,2019,1,23,E,0.6,0,0,5.64,147.66,26.18
24/01/2019,2019,1,24,E,0.6,70,116.7,1.94,225.68,26.71
25/01/2019,2019,1,25,E,0.6,35,58.3,3.09,185.19,26.48
26/01/2019,2019,1,26,E,0.6,14,23.3,2.29,171.5,26.16
27/01/2019,2019,1,27,E,0.6,14,23.3,2.34,240.72,26.34
28/01/2019,2019,1,28,E,0.6,14,23.3,2.21,219.6,25.16
29/01/2019,2019,1,29,E,0.6,7,11.7,1.88,180.21,25.35
30/01/2019,2019,1,30,E,0.6,14,23.3,2.25,194.8,25.42
31/01/2019,2019,1,31,E,0.6,7,11.7,3.54,117.51,25.28
